date,close_samsung,high_005930.ks,low_005930.ks,open_005930.ks,volume_005930.ks,daily_return,rolling_mean_20,rolling_std_20,volatility_20,target,kospi_close,kospi_return
2000-01-04,4349.55859375,4349.55859375,4029.214671133388,4271.252301554829,74195000,,,,,False,1059.0400390625,
2000-01-05,3972.264892578125,4313.965098391297,3929.552366851479,4128.877486909162,74680000,-0.08674298622256027,,,,True,986.3099975585938,-0.06867544079663834
2000-01-06,4000.7392578125,4114.6393078569845,3972.264245301379,4093.2830484736437,54390000,0.007168294664229746,,,,False,960.7899780273438,-0.025874237911426956
2000-01-07,3943.790283203125,4036.3340985129457,3815.652692774143,3958.0277932507897,40305000,-0.014234612890147047,,,,True,948.6500244140625,-0.012635387432127998
2000-01-10,4107.521484375,4107.521484375,3972.265144334922,3986.5026538128245,46880000,0.04151620380759535,,,,False,987.239990234375,0.04067882235511222
2000-01-11,4107.521484375,4342.440390760398,4107.521484375,4143.115258069757,59745000,0.0,,,,False,981.3300170898438,-0.005986359145690789
2000-01-12,4071.927978515625,4086.1654889300153,3986.5029160292834,3993.6216712364785,29220000,-0.008665446059082704,,,,False,955.010009765625,-0.02682075027346187
2000-01-13,4064.810546875,4086.1668194505255,3958.029183997373,3986.5042140980736,41190000,-0.0017479267015964028,,,,True,951.0499877929688,-0.004146576404605584
2000-01-14,4150.23388671875,4185.827659332118,4043.452568878645,4071.9275869693392,49375000,0.021015331184235153,,,,True,948.030029296875,-0.0031753940748182607
2000-01-17,4342.439453125,4399.389478739754,4214.301895491803,4271.251921106557,63505000,0.04631198425258187,,,,False,983.27001953125,0.03717180800750741
2000-01-18,4342.439453125,4385.151972336065,4257.014414702869,4385.151972336065,45260000,0.0,,,,False,981.530029296875,-0.001769595533080981
2000-01-19,4242.77783203125,4299.7278700450925,4242.77783203125,4271.252851038171,40205000,-0.022950606950208452,,,,True,938.780029296875,-0.04355444940449171
2000-01-20,4299.72705078125,4299.72705078125,4143.11447608392,4171.589489665253,37315000,0.013422625695848733,,,,False,945.9000244140625,0.007584306115374195
2000-01-21,4185.82763671875,4257.015181560906,4185.82763671875,4235.658918108259,32535000,-0.026489917317380596,,,,False,925.1599731445312,-0.02192626148030674
2000-01-24,4057.689208984375,4200.0642689487395,4057.689208984375,4128.876738966557,34355000,-0.030612447251846753,,,,False,926.77001953125,0.0017402897157843267
2000-01-25,3872.602294921875,4014.9773792940027,3872.602294921875,3929.552328670726,44250000,-0.04561387147460383,,,,True,891.219970703125,-0.03835908378446018
2000-01-26,3901.07666015625,3929.5516722741786,3851.2453889498743,3915.3141662152143,29285000,0.007352772907177396,,,,True,885.5399780273438,-0.006373278048628195
2000-01-27,3929.55224609375,4000.739786783854,3865.4834594726562,3901.0772298177085,27900000,0.007299417165608668,,,,True,909.22998046875,0.026752041725071285
2000-01-28,4143.11572265625,4185.828255879511,3943.7905676143687,4014.9781229864693,38315000,0.054348043539768964,,,,False,941.6699829101562,0.035678544634748954
2000-01-31,3972.264892578125,4079.0462068947418,3958.0273840025766,4014.9774183047716,39630000,-0.041237281677613535,4102.89404296875,152.66750486069205,,False,943.8800048828125,0.002346917723581088
2000-02-01,3787.177001953125,4043.4521374236374,3744.464479374706,3986.502107319079,71470000,-0.04659505235182648,4074.7749633789062,156.58530051386754,0.03458476726955999,False,928.75,-0.01602958512156527
2000-02-02,3737.34619140625,3822.771247209822,3637.6836263020837,3715.9899274553572,64105000,-0.013157771744277125,4063.0290283203126,172.6649771171916,0.029050395281000087,False,943.5900268554688,0.015978494595390247
2000-02-03,3651.92041015625,3886.839266949927,3538.020358377498,3737.3454489903143,142765000,-0.022857336964509756,4045.5880859375,195.4074344232372,0.029291487924642538,False,950.219970703125,0.007026297077079802
2000-02-04,3651.92041015625,3651.92041015625,3651.92041015625,3651.92041015625,0,0.0,4030.994592285156,213.47368731031833,0.0292062337542711,True,,0.0
2000-02-07,3730.227783203125,3794.296581006232,3587.852676973998,3659.040230088561,64140000,0.02144279290126283,4012.1299072265624,222.8211543496695,0.027895766704924586,True,973.1300048828125,0.024110242771192114
2000-02-08,3865.483642578125,3901.0774146092313,3780.0585897034703,3801.4148529221343,58460000,0.036259410211903154,4000.0280151367188,223.93755330096806,0.02934016157533466,True,961.219970703125,-0.012238893179664867
2000-02-09,4071.927978515625,4071.927978515625,3901.0778535429417,3958.027895200503,51050000,0.05340711668354392,4000.0280151367188,223.93755330096806,0.03184366752201964,True,976.0499877929688,0.015428328105788092
2000-02-10,4100.4033203125,4185.828389485677,3986.503228081597,4029.215762668186,61845000,0.006993085817607048,4001.807653808594,224.61986730623192,0.031871454646178764,False,966.1799926757812,-0.01011218199951558
2000-02-11,4057.689208984375,4242.776786938049,4043.4517029879385,4242.776786938049,34660000,-0.010417051199946292,3997.180419921875,222.34300039978908,0.03160206148397928,False,953.219970703125,-0.013413672473970628
2000-02-14,3829.888916015625,4029.213989711606,3801.4139054876277,3986.50147391961,44140000,-0.05614039943334337,3971.5528930664063,209.62862291068012,0.03189050632315423,False,910.8699951171875,-0.0444283343693469
2000-02-15,3701.751708984375,3858.36428128756,3659.0391892653247,3829.8892681415264,38315000,-0.033457160205198844,3939.518505859375,198.63359955223865,0.03244421145947978,False,879.7000122070312,-0.034220012819882295
2000-02-16,3559.376708984375,3701.75177734375,3402.7641337890623,3687.5142705078124,73115000,-0.03846152070503461,3905.3484497070312,202.4638424668711,0.033014606681733644,True,879.5,-0.00022736410623602765
2000-02-17,3616.327392578125,3630.564901997724,3495.308562511534,3516.6648266409325,65185000,0.01600018437216777,3871.178466796875,189.66556140239044,0.03310845992298506,True,897.52001953125,0.020488936362990318
2000-02-18,3772.939453125,4007.8583247346696,3673.2769015330186,3822.77072892099,108750000,0.04330693644283801,3850.5340576171875,175.56082309749445,0.03470757270159961,False,897.52001953125,0.0
2000-02-21,3609.208984375,3744.465336846647,3580.733962802022,3701.752804487179,26485000,-0.043395996883646704,3828.1100463867188,176.3486764713627,0.03532393576400614,True,845.3200073242188,-0.058160276173331305
2000-02-22,3644.802001953125,3730.227048873901,3559.3769550323486,3559.3769550323486,24180000,0.009861722535939199,3816.7200317382812,180.62841888534118,0.03414570166758028,True,850.02001953125,0.005560038998613903
2000-02-23,3659.041015625,3744.4660977018484,3630.5659882660507,3715.991070342899,27720000,0.003906663150493372,3804.6182495117187,182.77444500265884,0.03410217967638428,False,880.6699829101562,0.03605793119532463
2000-02-24,3609.208984375,3730.227826060158,3602.0902289817554,3644.802761341223,26075000,-0.013618877470136348,3788.6010864257814,185.26918457483367,0.03410192343120259,True,867.3699951171875,-0.015102124576812814
2000-02-25,3644.802001953125,3666.1582636833186,3545.1394472122192,3616.326986312866,27875000,0.009861722535939199,3763.685400390625,167.76400490428188,0.03146603007398091,False,864.760009765625,-0.0030090795926251968
2000-02-28,3417.00244140625,3594.9713185628257,3417.00244140625,3559.3775431315107,30140000,-0.0624998451012716,3735.9222778320313,177.11404525331167,0.03304198981483227,True,819.010009765625,-0.0529048516158831
2000-02-29,3644.802001953125,3659.039509773254,3445.4768924713135,3488.1894159317017,51820000,0.06666649042636474,3728.8035278320312,177.8054290501009,0.03550855761033468,False,828.3800048828125,0.011440635652144149
2000-03-01,3644.802001953125,3644.802001953125,3644.802001953125,3644.802001953125,0,0.0,3724.176318359375,178.7729667679217,0.03539931386840334,True,,0.0
2000-03-02,4185.82763671875,4185.82763671875,3929.55247528699,4185.82763671875,117750000,0.14843759262525302,3750.8716796875,205.30899388572345,0.048165502671566975,True,894.6599731445312,0.08001155009903349
2000-03-03,4271.25146484375,4449.220275878906,4185.826435546875,4413.626513671875,140990000,0.020407870447327614,3781.838232421875,234.2635825112833,0.048205316424652506,False,894.8300170898438,0.00019006544432165207
2000-03-06,4014.978759765625,4306.84778308192,3986.5037331006206,4271.253999750665,39150000,-0.05999944212778863,3796.07578125,239.5550488123535,0.05047877847932968,False,909.3300170898438,0.016204194900788726
2000-03-07,4000.7392578125,4014.9767640680607,3901.0767140235766,3986.50175155694,30070000,-0.0035465945911893337,3802.8385620117188,243.49438447757785,0.04995747244991551,True,907.3400268554688,-0.0021884136638793406
2000-03-08,4214.3017578125,4271.251781566723,3915.3141331028296,3929.551639041385,32460000,0.05338075946413223,3809.9572509765626,253.64501955362232,0.04995606933869981,False,915.239990234375,0.008706728618911308
2000-03-09,4000.7392578125,4257.014370412589,4000.7392578125005,4249.895617284809,55890000,-0.05067565453852385,3804.9740478515623,248.56666283808082,0.05135007041381686,False,884.5900268554688,-0.033488444239698656
2000-03-10,3943.790283203125,4128.8779138227665,3929.5527731554607,4121.759158798935,28605000,-0.014234612890147047,3799.2791015625,243.72964723458756,0.05139782884936018,False,891.3599853515625,0.0076532159424853585
2000-03-13,3687.515625,3908.1970620173747,3673.278112934363,3901.078305984556,32215000,-0.0649818169324613,3792.160437011719,244.8650846716233,0.05193937225252479,True,854.6599731445312,-0.04117305332318277
2000-03-14,3708.87158203125,3829.8904244391792,3673.277804852447,3680.3965602882076,30060000,0.005791421434654831,3792.5164306640627,244.73186667564943,0.051373038287298584,True,846.739990234375,-0.009266823250206113
2000-03-15,3844.126953125,3844.126953125,3644.801851851852,3701.751880787037,46105000,0.03646806531372926,3806.753942871094,238.66243788547334,0.051051126737246856,False,837.530029296875,-0.010876964645251674
2000-03-16,3844.126953125,3929.5519965277776,3815.6519386574073,3901.076982060185,28795000,0.0,3818.1439208984375,234.4955688887826,0.05099594797761925,True,841.219970703125,0.00440574221481671
2000-03-17,3901.07666015625,3958.0266843921077,3844.1266359203923,3943.789178333143,24080000,0.014814731075661891,3824.55078125,234.94553712496614,0.050240010846503154,True,855.5700073242188,0.017058601936303708
2000-03-20,4029.215087890625,4064.80886075185,3936.671278451441,3986.5025604571556,26365000,0.032846939165056765,3845.5510864257812,233.45052845310593,0.04943379555112528,True,850.510009765625,-0.0059141829602218365
2000-03-21,4185.82763671875,4228.540163624043,3993.62126564493,4057.69005600287,44925000,0.038869245104041994,3872.6023681640627,240.21222353255737,0.04995593999724324,True,863.4099731445312,0.015167326934178105
2000-03-22,4413.6279296875,4484.815476940525,4185.827778477823,4242.777816280242,86975000,0.054421804416992625,3910.3317138671873,263.07558156848853,0.05099917003246302,False,882.4299926757812,0.022028955099950176
2000-03-23,4413.6279296875,4684.140609248992,4413.6279296875,4612.953061995968,64950000,0.0,3950.5526611328123,275.7997138845992,0.050748796054969354,True,867.6199951171875,-0.01678319830640118
2000-03-24,4840.7529296875,5068.553067555147,4399.390162568934,4499.052722886029,90260000,0.0967741293114035,4010.350207519531,330.2871384645009,0.054221371931201245,False,889.239990234375,0.02491873774101694
2000-03-27,4840.7529296875,5011.603033088235,4769.56538660386,4954.652998621324,67730000,0.0,4081.537731933594,348.59538599889083,0.051197125340512996,True,886.7100219726562,-0.0028450905149373096
2000-03-28,5004.4833984375,5168.214718727774,4854.989584259424,4911.939608708215,74425000,0.03382334755113603,4149.521801757813,389.16307298544893,0.05009490861543807,True,891.2899780273438,0.005165111413197421
2000-03-29,5452.96484375,5467.202349869452,4968.889635688643,5004.483400987271,78090000,0.08961593227635145,4239.929943847656,467.820202440295,0.052435293496960564,False,908.510009765625,0.019320347095558743
2000-03-30,5018.72216796875,5381.778665226064,5018.72216796875,5353.303645833334,74645000,-0.0796342335269159,4281.574670410157,498.7966413025714,0.04801555208788571,False,889.9500122070312,-0.020429051258754716
2000-03-31,4769.56640625,5032.960371968284,4733.97262709888,4840.753964552239,63855000,-0.04964525896829863,4306.490417480469,510.5609492330433,0.04975585019778532,True,860.9400024414062,-0.032597347455147085
2000-04-03,5054.31640625,5210.929027288732,4883.466274207746,4926.17880721831,56805000,0.059701443642102614,4358.457299804688,531.7810540992195,0.048493139944032246,False,846.4400024414062,-0.0168420563092454
2000-04-04,4840.7529296875,5189.571890797334,4741.090369370404,4983.128015854779,58340000,-0.042253681684513156,4400.457983398437,535.2026880719388,0.0499264390258889,False,830.1599731445312,-0.019233530137892973
2000-04-05,4840.7529296875,4840.7529296875,4840.7529296875,4840.7529296875,0,0.0,4431.780541992188,542.0225221061177,0.048944911701813344,False,,0.0
2000-04-06,4755.326171875,4954.651220995509,4755.326171875,4883.46370345247,47235000,-0.017647411271207947,4469.5098876953125,536.6756832252521,0.047390470131426325,True,804.3499755859375,-0.031090390278429192
2000-04-07,5125.5029296875,5168.2154541015625,4826.5152587890625,4883.4652913411455,42355000,0.07784466184504457,4528.595520019531,540.7849324430972,0.04937048656833805,True,837.3800048828125,0.04106425100941147
2000-04-10,5196.68896484375,5339.064004976455,5125.501444777397,5339.064004976455,35885000,0.013888595155010508,4604.054187011719,522.2205509430751,0.04571571563721542,False,870.1699829101562,0.03915782301481219
2000-04-11,5054.31640625,5125.5039612676055,4947.535073723591,5125.5039612676055,29075000,-0.027396782750885862,4671.326428222656,486.25555625462505,0.0467829265548023,False,855.0499877929688,-0.017375909781007226
2000-04-12,4919.05859375,5004.483634451882,4883.464826790883,4954.652360709118,35250000,-0.026760851839972788,4725.073010253906,447.90642857489263,0.04750226512503733,False,837.010009765625,-0.021098155996596257
2000-04-13,4919.05859375,4919.05859375,4919.05859375,4919.05859375,0,0.0,4778.819592285156,398.3897691991249,0.04750226512503733,False,,0.0
2000-04-14,4456.34130859375,4755.329064122404,4456.34130859375,4698.379015450279,62365000,-0.0940662275794324,4806.582824707031,350.467162130791,0.05323276667504724,False,800.8900146484375,-0.0431535999519308
2000-04-17,3929.55224609375,4093.2835896809897,3801.4146728515625,3858.364705403646,78050000,-0.11821111221533309,4801.599682617188,362.6004620418375,0.05983201676335913,True,707.719970703125,-0.11633313219195385
2000-04-18,4299.72705078125,4442.102118687913,4171.589489665253,4413.6271051065805,73730000,0.09420279500176632,4807.294653320312,353.1925878875895,0.06290184578824468,False,747.2999877929688,0.05592609892090605
2000-04-19,4271.25146484375,4598.714077148437,4171.588930664062,4484.814038085938,60615000,-0.006622649670826486,4800.175830078125,362.8476798273098,0.06175789032490918,True,755.0800170898438,0.010410851631152962
2000-04-20,4285.48974609375,4385.1522983284885,4214.302208783222,4242.777223707433,37335000,0.0033335150990743134,4793.7689208984375,371.0704183710469,0.061761875371901594,True,761.25,0.008171296777176096
2000-04-21,4306.84619140625,4399.389993866219,4249.896159123192,4313.964945441632,26425000,0.004983431667749727,4767.073583984375,386.4007518494333,0.05748141180909509,False,767.1599731445312,0.007763511519909727
2000-04-24,4128.87646484375,4292.6077729323815,4100.401454741379,4249.895257778825,27830000,-0.04132251737190318,4731.479760742188,411.2454633506017,0.058060637770357894,False,747.5800170898438,-0.02552265073792981
2000-04-25,4014.978759765625,4100.403839760638,3929.553679770612,4000.741246433123,34900000,-0.027585641287147467,4682.004528808594,435.4804073247249,0.057447152950336824,False,737.2000122070312,-0.013884807840663593
2000-04-26,3986.501953125,4171.589543805803,3986.501953125,4143.114529854911,39290000,-0.007092641915317999,4608.681384277344,422.08996753619465,0.05253619023670668,False,713.22998046875,-0.03251496383799524
2000-04-27,3844.126953125,4057.6895616319443,3844.126953125,3929.5519965277776,54110000,-0.0357142682166236,4549.951623535157,443.22177003149307,0.0505376362512368,True,692.0700073242188,-0.029667812240063762
2000-04-28,4271.25146484375,4342.438989257812,3886.8388330078124,3915.3138427734375,75530000,0.11111092763768604,4525.035876464844,444.23159250395724,0.05665215631716903,False,725.3900146484375,0.04814542888955042
2000-05-01,4271.25146484375,4271.25146484375,4271.25146484375,4271.25146484375,0,0.0,4485.882629394531,429.38766443700587,0.054657844944736175,True,,0.0
2000-05-02,4470.57666015625,4648.545476245273,4356.676617859275,4413.626639007763,72335000,0.04666669638936649,4467.373815917968,421.18575600576236,0.0552496411309675,False,752.5900268554688,0.03749708661238449
2000-05-03,4399.388671875,4456.338687044903,4335.319904808859,4442.101183252427,26585000,-0.015923670186825944,4445.305603027344,412.05654166109105,0.05532610529605536,False,752.760009765625,0.00022586388882461783
2000-05-04,4399.388671875,4527.526206007281,4370.9136642900485,4427.8636794599515,26100000,0.0,4427.508728027344,405.59782474053253,0.055226139635763574,False,751.2899780273438,-0.0019528557829990856
2000-05-05,4399.388671875,4399.388671875,4399.388671875,4399.388671875,0,0.0,4391.203015136719,370.83937858576616,0.05191439599876717,True,,0.0
2000-05-08,4669.90234375,4769.564893769055,4484.814750857469,4556.002286585366,52695000,0.061488923132519746,4364.863684082031,326.69843996804684,0.05394143238200841,False,770.239990234375,0.02522329960634928
2000-05-09,4669.90234375,4669.90234375,4669.90234375,4669.90234375,0,0.0,4345.642980957031,293.63604056798084,0.053661688649888,False,760.8499755859375,-0.012191024573497189
2000-05-10,4520.40869140625,4548.883706785187,4463.458660648376,4499.0524298720475,27620000,-0.032012158143697844,4325.710485839843,264.7751641448316,0.05379892622982079,False,759.510009765625,-0.0017611432783192216
2000-05-11,4520.40869140625,4520.40869140625,4520.40869140625,4520.40869140625,0,0.0,4305.777990722656,230.5498222520758,0.05379892622982079,False,,0.0
2000-05-12,4385.1513671875,4584.476429332386,4385.1513671875,4570.238924893466,47170000,-0.02992148132001593,4302.218493652344,228.64458860676942,0.04984047833217053,True,740.2999877929688,-0.025292651480109174
2000-05-15,4584.47802734375,4648.546819651348,4427.865423925175,4477.696706831085,47120000,0.04545490986873091,4334.964782714844,219.1649863299344,0.042196007426230885,True,728.6699829101562,-0.015709854213944552
2000-05-16,4840.7529296875,4840.7529296875,4634.309054744945,4634.309054744945,39620000,0.05590056290273804,4362.016076660157,246.29646611680465,0.038839789772594085,True,746.77001953125,0.024839827419274263
2000-05-17,4926.177734375,5225.165400334176,4926.177734375,4983.127765986272,76235000,0.017647007795751124,4394.762390136719,275.41077221241807,0.03878279441615347,False,727.1799926757812,-0.026233011962324748
2000-05-18,4840.7529296875,4983.128015854779,4755.3278779871325,4798.040403837316,36580000,-0.017340991189051747,4422.525549316406,291.34190133913006,0.03918299944300965,True,712.9500122070312,-0.01956871835319396
2000-05-19,4911.94091796875,4911.94091796875,4698.378269361413,4798.040838711503,41450000,0.014705974321611581,4452.780285644531,309.54641466974687,0.039219349345016905,False,730.6799926757812,0.0248684762818987
2000-05-22,4748.208984375,4862.109049967205,4712.615213877437,4783.802754872564,36385000,-0.033333449308152185,4483.746911621094,306.4007065300177,0.03873572905701821,False,691.6099853515625,-0.05347075014486535
