date,close_samsung,high_005930.ks,low_005930.ks,open_005930.ks,volume_005930.ks,daily_return,rolling_mean_20,rolling_std_20,volatility_20,target,kospi_close,kospi_return
2000-05-23,4541.7646484375,4769.564756196121,4520.4083883351295,4627.189688846983,41290000,-0.04347835923331289,4510.086206054688,285.94200509211646,0.039649966503884485,False,679.760009765625,-0.017133898927028768
2000-05-24,4413.6279296875,4534.646760017641,4214.302797379032,4385.152910786291,72150000,-0.028212980783599795,4531.4425048828125,259.5071923166114,0.040318100057011065,False,674.9500122070312,-0.007076023139772847
2000-05-25,4271.25146484375,4541.764057617187,4221.420197753906,4506.1702954101565,85965000,-0.032258374994883376,4552.79873046875,213.4565919905121,0.04013758203135795,False,699.530029296875,0.03641753706984785
2000-05-26,3986.501953125,4264.133339146205,3986.501953125,4200.064557756697,67100000,-0.06666652948497531,4538.561254882812,240.94983968580377,0.03499634153357023,False,656.6599731445312,-0.061284082679673
2000-05-29,3886.83935546875,4043.4519302312274,3730.226780706273,3744.4642875028617,67130000,-0.025000012248363457,4519.340649414063,276.15574900684663,0.03533350520026137,False,655.9299926757812,-0.0011116567152013035
2000-05-30,3886.83935546875,3886.83935546875,3886.83935546875,3886.83935546875,0,0.0,4490.153784179687,310.31566734800265,0.03328506358241443,True,691.260009765625,0.05386248149092787
2000-05-31,4385.1513671875,4477.6951460404825,4242.776322798295,4271.251331676136,83935000,0.12820494137933158,4489.441918945313,310.5510824622788,0.04475244897401546,True,731.8800048828125,0.05876225232667509
2000-06-01,4484.8134765625,4563.119743613591,4356.675948660714,4413.625961061508,50230000,0.022727176562418183,4493.713159179688,309.83395271623505,0.04501991088851303,True,738.489990234375,0.009031515149291236
2000-06-02,4712.6162109375,4911.941367895582,4634.309899275397,4762.447500177021,84385000,0.05079424942987942,4509.374536132813,312.71816380196583,0.04632128743709687,True,760.6900024414062,0.03006135831304313
2000-06-05,4798.04052734375,4968.890635142341,4755.328000394103,4926.178108192693,48010000,0.018126728887446708,4515.7814453125,317.4568563493036,0.04448883269892042,False,794.2100219726562,0.0440652820776779
2000-06-06,4798.04052734375,4798.04052734375,4798.04052734375,4798.04052734375,0,0.0,4522.1883544921875,321.99168226995454,0.04448883269892042,True,,0.0
2000-06-07,4840.7529296875,4968.890507238051,4634.309054744945,4698.37784352022,53365000,0.00890205118117171,4538.20556640625,329.7721243037492,0.04376440782616993,False,822.5399780273438,0.03567061012944861
2000-06-08,4648.54638671875,4954.652810346478,4648.54638671875,4741.090189210854,58550000,-0.0397059188437362,4544.612451171875,330.6517351986599,0.04485728577213638,True,800.1099853515625,-0.027269182380136647
2000-06-09,4997.36572265625,5011.6032318376065,4648.546747713008,4698.378029847757,63860000,0.07503836832393529,4575.223168945313,343.21224034193233,0.046975602796982575,True,836.4000244140625,0.045356313165563655
2000-06-12,5118.3828125,5182.451582058414,5004.482777729485,5125.501564673157,49515000,0.024216176393715205,4601.918408203125,364.0981812709803,0.04630956265190417,False,845.8099975585938,0.011250565363294163
2000-06-13,5025.8388671875,5054.313874933605,4890.582580393502,5025.8388671875,42495000,-0.018080700233380598,4611.172705078125,372.73780916008343,0.04509582931340605,True,804.4500122070312,-0.04889985395177043
2000-06-14,5438.7294921875,5438.7294921875,5047.197918797038,5146.86050111461,63020000,0.08215357394278278,4636.80029296875,411.174352527921,0.04839840311895335,False,819.27001953125,0.018422533531399443
2000-06-15,4983.1279296875,5381.7781640625,4983.1279296875,5381.7781640625,61225000,-0.08376985160862516,4643.91904296875,416.0943236472483,0.05221622476209841,False,770.9500122070312,-0.05897934279575534
2000-06-16,4798.04052734375,4954.653126159125,4776.684263868927,4911.940599209477,66455000,-0.03714281570839728,4638.2240234375,413.0008461043946,0.0528726984437571,False,759.0399780273438,-0.015448516753495012
2000-06-19,4769.56640625,4947.535302005597,4662.785068796642,4698.378847947762,53560000,-0.00593453117610776,4639.29189453125,413.32767692250604,0.05231211921459955,True,755.3800048828125,-0.0048218450285624215
2000-06-20,5082.79052734375,5111.265544303659,4862.1091459044555,4940.415442544205,59790000,0.06567140373248681,4666.343188476562,424.1709948883304,0.05306142356653387,False,785.3200073242188,0.0396356830308886
2000-06-21,5040.07861328125,5253.6412663863875,5032.959858177745,5196.691225558351,37585000,-0.008403241060736977,4697.66572265625,427.64291350605055,0.05255289042058324,False,781.8699951171875,-0.004393129138255736
2000-06-22,5011.6044921875,5175.335888949307,4954.6544411399145,5153.979619806463,33635000,-0.005649539080346266,4734.683374023438,420.7770424409107,0.051813171877843685,False,782.239990234375,0.0004732182069886459
2000-06-23,4983.1279296875,4990.246683872768,4883.46537109375,4968.890421316964,29215000,-0.005682124865278526,4784.514672851563,385.00165148412884,0.048816653899010506,True,778.9400024414062,-0.004218638568938449
2000-06-26,5132.6220703125,5239.403389389736,4976.009468999219,5054.315769655859,39980000,0.03000006075187689,4846.80380859375,328.79830782660514,0.0481480373155563,True,791.5499877929688,0.01618864779320539
2000-06-27,5203.8095703125,5296.353379360466,5118.384515806686,5210.928324854652,45535000,0.013869616547798058,4912.652319335937,248.49643147502977,0.04801921907241133,True,809.8699951171875,0.023144473004540478
2000-06-28,5353.30126953125,5367.538772907663,5139.738718885056,5139.738718885056,47295000,0.02872735775567059,4961.059814453125,234.21847468380616,0.040289681197975775,False,818.72998046875,0.010940009390371985
2000-06-29,5331.94775390625,5509.916637547981,5253.641445103888,5410.254062708611,61120000,-0.003988849973106334,5003.416528320313,219.7095030484307,0.04031605125721823,False,818.9000244140625,0.00020769233980555413
2000-06-30,5253.642578125,5367.542688219851,5189.573766196646,5296.355119410569,35250000,-0.014686035834443945,5030.467846679688,215.28265676562884,0.03943151530238883,True,821.219970703125,0.0028330030771734904
2000-07-03,5339.0654296875,5374.6591992187505,5282.1153984375005,5296.35290625,25975000,0.016259737942238672,5057.519091796875,218.5069474981288,0.0394039522528119,False,835.2100219726562,0.01703569295514451
2000-07-04,5232.2841796875,5424.490537308674,5232.2841796875,5410.253029336735,32810000,-0.019999989025466958,5079.231274414063,212.86835183533765,0.039818236059806215,True,818.530029296875,-0.019971015956424143
2000-07-05,5289.2333984375,5353.302174461643,5232.28337530493,5260.7583868712145,24895000,0.010884198333700024,5101.655297851563,210.02731698232535,0.039830689127410286,False,830.4000244140625,0.014501600054165342
2000-07-06,5196.68896484375,5232.282724876926,5111.263940764126,5153.976452803939,60340000,-0.01749675739797918,5129.062426757812,181.632755843883,0.038809674954955554,True,837.6300048828125,0.008706623622574572
2000-07-07,5239.4033203125,5310.590865425442,5146.859511665676,5225.165811289911,40580000,0.008219532813627639,5141.164306640625,180.45566344216678,0.035297992233861236,True,841.739990234375,0.0049066835328295255
2000-07-10,5410.25390625,5431.610171669408,5274.99755859375,5296.353824013158,42505000,0.032608786820272906,5155.757861328125,190.0625191147999,0.03561249640056593,False,851.469970703125,0.011559365815613454
2000-07-11,5303.4716796875,5509.9155437290265,5303.4716796875,5396.015480809564,34945000,-0.019737008357249897,5169.639501953125,190.21288495289605,0.03566690836780589,True,836.8599853515625,-0.01715854446340359
2000-07-12,5438.7294921875,5452.967003947153,5310.591886350621,5353.304421629581,40140000,0.025503636234740945,5169.639501953125,190.21288495289605,0.031021678948932686,True,839.760009765625,0.003465363937605659
2000-07-13,5524.154296875,5609.579363321521,5388.8979416680095,5481.44176365174,48805000,0.015706757398066706,5196.6908203125,200.48580303718904,0.023981384874867367,False,845.75,0.007132978666186673
2000-07-14,5374.65966796875,5581.103549254967,5367.5409134416395,5538.391022092302,30425000,-0.02706199372287965,5225.52177734375,180.61633663873334,0.023130183301711904,False,827.9500122070312,-0.021046394079773822
2000-07-17,5374.65966796875,5374.65966796875,5374.65966796875,5374.65966796875,0,0.0,5255.776440429688,147.94431338159654,0.023007566089176926,False,,0.0
2000-07-18,5310.5908203125,5424.4908915256365,5296.353311410858,5374.659610369889,19605000,-0.011920540390320866,5267.166455078125,142.5978369251712,0.018572587810834037,False,812.3300170898438,-0.018865867367463318
2000-07-19,5310.5908203125,5424.4908915256365,5296.353311410858,5374.659610369889,19605000,0.0,5280.692065429687,132.38831712555924,0.018410680320791326,False,797.2999877929688,-0.018502368471769337
2000-07-20,4911.94091796875,5061.434771993886,4869.228388247282,5025.840997225996,40315000,-0.07506695880596792,5275.70888671875,144.38240689489567,0.02532729258236545,True,778.9000244140625,-0.023077842293513395
2000-07-21,4926.177734375,5018.721535743316,4812.277671152457,4954.652750180636,48395000,0.0028984095379016583,5272.861376953125,150.87212305696826,0.025311001675833493,False,783.0599975585938,0.0053408306767748215
2000-07-24,4541.7646484375,4798.039769665948,4527.527141702586,4726.8522359913795,49015000,-0.07803475770982748,5243.318505859375,221.22449796156616,0.029665761025360435,False,737.8900146484375,-0.05768393616196221
2000-07-25,4470.57666015625,4556.001691878981,4356.676617859275,4491.932918086933,56735000,-0.01567408128594705,5206.6568603515625,280.84016530801324,0.029375952599974636,True,737.6400146484375,-0.00033880388003237893
2000-07-26,4662.783203125,4684.1394620706105,4527.526896469466,4556.001908396946,54745000,0.04299368014014382,5172.13095703125,303.4022848710135,0.030446511254353072,False,743.8400268554688,0.008405200482495712
2000-07-27,4434.98388671875,4527.527691738564,4342.440081698936,4427.865132486457,43540000,-0.04885479476154475,5127.282763671875,342.3312622061149,0.03187649034435122,False,727.6799926757812,-0.021725147338471307
2000-07-28,4079.046875,4207.184473167539,4064.8093640924953,4128.878163176265,83035000,-0.08025666401735054,5068.552978515625,412.9783408931369,0.035673374291500075,True,692.6500244140625,-0.04813924886529952
